"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
pl_rem_vial_tot_as,blood_plasma_post_shipping_storage,"Blood Plasma - Final Volume after Shipping",calc,"Total Number of Blood Plasma Aliquots","sum(if([vol_pl_aliq_1_bl_as]>0,1,0),if([vol_pl_aliq_2_bl_as]>0,1,0), if([vol_pl_aliq_3_bl_as]>0,1,0), if([vol_pl_aliq_4_bl_as]>0,1,0), if([vol_pl_aliq_5_bl_as]>0,1,0), if([vol_pl_aliq_6_bl_as]>0,1,0), if([vol_pl_aliq_7_bl_as]>0,1,0), if([vol_pl_aliq_8_bl_as]>0,1,0), if([vol_pl_aliq_9_bl_as]>0,1,0), if([vol_pl_aliq_10_bl_as]>0,1,0))",,,,,,,,,,,,
tot_vol_pl_aliq_bl_as,blood_plasma_post_shipping_storage,,calc,"Total Volume of Blood Plasma aliquots(After Shipping)","rounddown(sum([vol_pl_aliq_1_bl_as],[vol_pl_aliq_2_bl_as],[vol_pl_aliq_3_bl_as],[vol_pl_aliq_4_bl_as],[vol_pl_aliq_5_bl_as],[vol_pl_aliq_6_bl_as],[vol_pl_aliq_7_bl_as],[vol_pl_aliq_8_bl_as],[vol_pl_aliq_9_bl_as],[vol_pl_aliq_10_bl_as]),2)",ml,,,,,,,,,,,
pl_date_entered,blood_plasma_post_shipping_storage,,text,"Date entered",,,date_ymd,,,,,y,,,,,
bc_aliq_1_bl_as,buffy_coat_post_shipping_storage,"Buffy Coat  - Aliquot 1",text,"Buffy Coat Aliquot ID 1",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][bc_aliq_1]'
bc_aliq_1_bl_as_thw,buffy_coat_post_shipping_storage,,text,"Number of times the sample has been thawed (and refrozen)",,,,,,,,,,,,,
vol_bc_shpaliq1_bl_as,buffy_coat_post_shipping_storage,,text,"Volume Shipped(in ml)",," Enter '0' if sample is not shipped.",number,,,,,,,,,,"@DEFAULT ='0'"
vol_bc_aliq_1_bl_as,buffy_coat_post_shipping_storage,,text,"Volume(in ml)",,,,,,,,y,,,,,
fzr_loc_bc_aliq1_bl_as,buffy_coat_post_shipping_storage,,text,"Location - Freezer",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_loc_bc_aliq1]'
fzr_num_bc_aliq1_bl_as,buffy_coat_post_shipping_storage,,text,"Freezer Number",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_num_bc_aliq1]'
box_bc_aliq1_bl_as,buffy_coat_post_shipping_storage,,text,"Location - Box",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][box_bc_aliq1]'
row_bc_aliq1_bl_as,buffy_coat_post_shipping_storage,,text,"Location - Row",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][row_bc_aliq1]'
column_bc_aliq1_bl_as,buffy_coat_post_shipping_storage,,text,"Location - Column",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][column_bc_aliq1]'
bc_aliq_2_bl_as,buffy_coat_post_shipping_storage,"Buffy Coat - Aliquot 2",text,"Buffy Coat Aliquot ID 2",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][bc_aliq_2]'
bc_aliq_2_bl_as_thw,buffy_coat_post_shipping_storage,,text,"Number of times the sample has been thawed (and refrozen)",,,,,,,,,,,,,
vol_bc_shpaliq2_bl_as,buffy_coat_post_shipping_storage,,text,"Volume Shipped(in ml)",," Enter '0' if sample is not shipped.",number,,,,,,,,,,"@DEFAULT ='0'"
vol_bc_aliq_2_bl_as,buffy_coat_post_shipping_storage,,text,"Volume(in ml)",,,,,,,,y,,,,,
fzr_loc_bc_aliq2_bl_as,buffy_coat_post_shipping_storage,,text,"Location - Freezer",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_loc_bc_aliq2]'
fzr_num_bc_aliq2_bl_as,buffy_coat_post_shipping_storage,,text,"Freezer Number",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_num_bc_aliq2]'
box_bc_aliq2_bl_as,buffy_coat_post_shipping_storage,,text,"Location - Box",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][box_bc_aliq2]'
row_bc_aliq2_bl_as,buffy_coat_post_shipping_storage,,text,"Location - Row",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][row_bc_aliq2]'
column_bc_aliq2_bl_as,buffy_coat_post_shipping_storage,,text,"Location - Column",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][column_bc_aliq2]'
bc_aliq_3_bl_as,buffy_coat_post_shipping_storage,"Buffy Coat  - Aliquot 3",text,"Buffy Coat Aliquot ID 3",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][bc_aliq_3]'
bc_aliq_3_bl_as_thw,buffy_coat_post_shipping_storage,,text,"Number of times the sample has been thawed (and refrozen)",,,,,,,,,,,,,
vol_bc_shpaliq3_bl_as,buffy_coat_post_shipping_storage,,text,"Volume Shipped(in ml)",," Enter '0' if sample is not shipped.",number,,,,,,,,,,"@DEFAULT ='0'"
vol_bc_aliq_3_bl_as,buffy_coat_post_shipping_storage,,text,"Volume(in ml)",,,,,,,,y,,,,,
fzr_loc_bc_aliq3_bl_as,buffy_coat_post_shipping_storage,,text,"Location - Freezer",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_loc_bc_aliq3]'
fzr_num_bc_aliq3_bl_as,buffy_coat_post_shipping_storage,,text,"Freezer Number",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_num_bc_aliq3]'
box_bc_aliq3_bl_as,buffy_coat_post_shipping_storage,,text,"Location - Box",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][box_bc_aliq3]'
row_bc_aliq3_bl_as,buffy_coat_post_shipping_storage,,text,"Location - Row",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][row_bc_aliq3]'
column_bc_aliq3_bl_as,buffy_coat_post_shipping_storage,,text,"Location - Column",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][column_bc_aliq3]'
bc_aliq_4_bl_as,buffy_coat_post_shipping_storage,"Buffy Coat - Aliquot 4",text,"Buffy Coat Aliquot ID 4",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][bc_aliq_4]'
bc_aliq_4_bl_as_thw,buffy_coat_post_shipping_storage,,text,"Number of times the sample has been thawed (and refrozen)",,,,,,,,,,,,,
vol_bc_shpaliq4_bl_as,buffy_coat_post_shipping_storage,,text,"Volume Shipped(in ml)",," Enter '0' if sample is not shipped.",number,,,,,,,,,,"@DEFAULT ='0'"
vol_bc_aliq_4_bl_as,buffy_coat_post_shipping_storage,,text,"Volume(in ml)",,,,,,,,y,,,,,
fzr_loc_bc_aliq4_bl_as,buffy_coat_post_shipping_storage,,text,"Location - Freezer",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_loc_bc_aliq4]'
fzr_num_bc_aliq4_bl_as,buffy_coat_post_shipping_storage,,text,"Freezer Number",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_num_bc_aliq4]'
box_bc_aliq4_bl_as,buffy_coat_post_shipping_storage,,text,"Location - Box",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][box_bc_aliq4]'
row_bc_aliq4_bl_as,buffy_coat_post_shipping_storage,,text,"Location - Row",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][row_bc_aliq4]'
column_bc_aliq4_bl_as,buffy_coat_post_shipping_storage,,text,"Location - Column",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][column_bc_aliq4]'
bc_aliq_5_bl_as,buffy_coat_post_shipping_storage,"Buffy Coat - Aliquot 5",text,"Buffy Coat Aliquot ID 5",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][bc_aliq_5]'
bc_aliq_5_bl_as_thw,buffy_coat_post_shipping_storage,,text,"Number of times the sample has been thawed (and refrozen)",,,,,,,,,,,,,
vol_bc_shpaliq5_bl_as,buffy_coat_post_shipping_storage,,text,"Volume Shipped(in ml)",," Enter '0' if sample is not shipped.",number,,,,,,,,,,"@DEFAULT ='0'"
vol_bc_aliq_5_bl_as,buffy_coat_post_shipping_storage,,text,"Volume(in ml)",,,,,,,,y,,,,,
fzr_loc_bc_aliq5_bl_as,buffy_coat_post_shipping_storage,,text,"Location - Freezer",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_loc_bc_aliq5]'
fzr_num_bc_aliq5_bl_as,buffy_coat_post_shipping_storage,,text,"Freezer Number",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_num_bc_aliq5]'
box_bc_aliq5_bl_as,buffy_coat_post_shipping_storage,,text,"Location - Box",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][box_bc_aliq5]'
row_bc_aliq5_bl_as,buffy_coat_post_shipping_storage,,text,"Location - Row",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][row_bc_aliq5]'
column_bc_aliq5_bl_as,buffy_coat_post_shipping_storage,,text,"Location - Column",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][column_bc_aliq5]'
bc_rem_vial_tot_as,buffy_coat_post_shipping_storage,"Buffy Coat - Final Volume after processing",calc,"Total Number of Buffy Coat Aliquots","sum(if([vol_bc_aliq_1_bl_as]>0,1,0),if([vol_bc_aliq_2_bl_as]>0,1,0), if([vol_bc_aliq_3_bl_as]>0,1,0), if([vol_bc_aliq_4_bl_as]>0,1,0), if([vol_bc_aliq_5_bl_as]>0,1,0))",,,,,,,,,,,,
tot_vol_bc_aliq_bl_as,buffy_coat_post_shipping_storage,,calc,"Total Volume of Buffy Coat aliquots(After Shipping)","rounddown(sum([vol_bc_aliq_1_bl_as],[vol_bc_aliq_2_bl_as],[vol_bc_aliq_3_bl_as],[vol_bc_aliq_4_bl_as],[vol_bc_aliq_5_bl_as]),2)",ml,,,,,,,,,,,
bc_date_entered,buffy_coat_post_shipping_storage,,text,"Date Entered",,,date_ymd,,,,,,,,,,
bs_aliq_1_bl_as,blood_serum_post_shipping_storage,"Blood Serum - Aliquot 1",text,"Blood Serum Aliquot ID 1",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][bs_aliq_1]'
bs_aliq_1_bl_as_thw,blood_serum_post_shipping_storage,,text,"Number of times the sample has been thawed (and refrozen)",,,,,,,,,,,,,
vol_bs_shpaliq1_bl_as,blood_serum_post_shipping_storage,,text,"Volume Shipped(in ml)",," Enter '0' if sample is not shipped.",number,,,,,,,,,,"@DEFAULT ='0'"
vol_bs_aliq_1_bl_as,blood_serum_post_shipping_storage,,text,"Volume(in ml)",,,,,,,,y,,,,,
fzr_loc_bs_aliq1_bl_as,blood_serum_post_shipping_storage,,text,"Location - Freezer",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_loc_bs_aliq1]'
fzr_num_bs_aliq1_bl_as,blood_serum_post_shipping_storage,,text,"Freezer Number",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_num_bs_aliq1]'
box_bs_aliq1_bl_as,blood_serum_post_shipping_storage,,text,"Location - Box",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][box_bs_aliq1]'
row_bs_aliq1_bl_as,blood_serum_post_shipping_storage,,text,"Location - Row",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][row_bs_aliq1]'
column_bs_aliq1_bl_as,blood_serum_post_shipping_storage,,text,"Location - Column",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][column_bs_aliq1]'
bs_aliq_2_bl_as,blood_serum_post_shipping_storage,"Blood Serum - Aliquot 2",text,"Blood Serum Aliquot ID 2",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][bs_aliq_2]'
bs_aliq_2_bl_as_thw,blood_serum_post_shipping_storage,,text,"Number of times the sample has been thawed (and refrozen)",,,,,,,,,,,,,
vol_bs_shpaliq2_bl_as,blood_serum_post_shipping_storage,,text,"Volume Shipped(in ml)",," Enter '0' if sample is not shipped.",number,,,,,,,,,,"@DEFAULT ='0'"
vol_bs_aliq_2_bl_as,blood_serum_post_shipping_storage,,text,"Volume(in ml)",,,,,,,,y,,,,,
fzr_loc_bs_aliq2_bl_as,blood_serum_post_shipping_storage,,text,"Location - Freezer",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_loc_bs_aliq2]'
fzr_num_bs_aliq2_bl_as,blood_serum_post_shipping_storage,,text,"Freezer Number",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_num_bs_aliq2]'
box_bs_aliq2_bl_as,blood_serum_post_shipping_storage,,text,"Location - Box",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][box_bs_aliq2]'
row_bs_aliq2_bl_as,blood_serum_post_shipping_storage,,text,"Location - Row",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][row_bs_aliq2]'
column_bs_aliq2_bl_as,blood_serum_post_shipping_storage,,text,"Location - Column",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][column_bs_aliq2]'
bs_aliq_3_bl_as,blood_serum_post_shipping_storage,"Blood Serum - Aliquot 3",text,"Blood Serum Aliquot ID 3",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][bs_aliq_3]'
bs_aliq_3_bl_as_thw,blood_serum_post_shipping_storage,,text,"Number of times the sample has been thawed (and refrozen)",,,,,,,,,,,,,
vol_bs_shpaliq3_bl_as,blood_serum_post_shipping_storage,,text,"Volume Shipped(in ml)",," Enter '0' if sample is not shipped.",number,,,,,,,,,,"@DEFAULT ='0'"
vol_bs_aliq_3_bl_as,blood_serum_post_shipping_storage,,text,"Volume(in ml)",,,,,,,,y,,,,,
fzr_loc_bs_aliq3_bl_as,blood_serum_post_shipping_storage,,text,"Location - Freezer",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_loc_bs_aliq3]'
fzr_num_bs_aliq3_bl_as,blood_serum_post_shipping_storage,,text,"Freezer Number",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_num_bs_aliq3]'
box_bs_aliq3_bl_as,blood_serum_post_shipping_storage,,text,"Location - Box",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][box_bs_aliq3]'
row_bs_aliq3_bl_as,blood_serum_post_shipping_storage,,text,"Location - Row",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][row_bs_aliq3]'
column_bs_aliq3_bl_as,blood_serum_post_shipping_storage,,text,"Location - Column",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][column_bs_aliq3]'
bs_aliq_4_bl_as,blood_serum_post_shipping_storage,"Blood Serum - Aliquot 4",text,"Blood Serum Aliquot ID 4",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][bs_aliq_4]'
bs_aliq_4_bl_as_thw,blood_serum_post_shipping_storage,,text,"Number of times the sample has been thawed (and refrozen)",,,,,,,,,,,,,
vol_bs_shpaliq4_bl_as,blood_serum_post_shipping_storage,,text,"Volume Shipped(in ml)",," Enter '0' if sample is not shipped.",number,,,,,,,,,,"@DEFAULT ='0'"
vol_bs_aliq_4_bl_as,blood_serum_post_shipping_storage,,text,"Volume(in ml)",,,,,,,,y,,,,,
fzr_loc_bs_aliq4_bl_as,blood_serum_post_shipping_storage,,text,"Location - Freezer",,,,,,,,,,,,,"@DEFAULT = [baseline_arm_1][fzr_loc_bs_aliq4]'"
fzr_num_bs_aliq4_bl_as,blood_serum_post_shipping_storage,,text,"Freezer Number",,,,,,,,,,,,,"@DEFAULT = [baseline_arm_1][fzr_num_bs_aliq4]'"
box_bs_aliq4_bl_as,blood_serum_post_shipping_storage,,text,"Location - Box",,,,,,,,,,,,,"@DEFAULT = [baseline_arm_1][box_bs_aliq4]'"
row_bs_aliq4_bl_as,blood_serum_post_shipping_storage,,text,"Location - Row",,,,,,,,,,,,,"@DEFAULT = [baseline_arm_1][row_bs_aliq4]'"
column_bs_aliq4_bl_as,blood_serum_post_shipping_storage,,text,"Location - Column",,,,,,,,,,,,,"@DEFAULT = [baseline_arm_1][column_bs_aliq4]'"
bs_aliq_5_bl_as,blood_serum_post_shipping_storage,"Blood Serum - Aliquot 5",text,"Blood Serum Aliquot ID 5",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][bs_aliq_5]'
bs_aliq_5_bl_as_thw,blood_serum_post_shipping_storage,,text,"Number of times the sample has been thawed (and refrozen)",,,,,,,,,,,,,
vol_bs_shpaliq5_bl_as,blood_serum_post_shipping_storage,,text,"Volume Shipped(in ml)",," Enter '0' if sample is not shipped.",number,,,,,,,,,,"@DEFAULT ='0'"
vol_bs_aliq_5_bl_as,blood_serum_post_shipping_storage,,text,"Volume(in ml)",,,,,,,,y,,,,,
fzr_loc_bs_aliq5_bl_as,blood_serum_post_shipping_storage,,text,"Location - Freezer",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_loc_bs_aliq5]'
fzr_num_bs_aliq5_bl_as,blood_serum_post_shipping_storage,,text,"Freezer Number",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_num_bs_aliq5]'
box_bs_aliq5_bl_as,blood_serum_post_shipping_storage,,text,"Location - Box",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][box_bs_aliq5]'
row_bs_aliq5_bl_as,blood_serum_post_shipping_storage,,text,"Location - Row",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][row_bs_aliq5]'
column_bs_aliq5_bl_as,blood_serum_post_shipping_storage,,text,"Location - Column",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][column_bs_aliq5]'
bs_rem_vial_tot_as,blood_serum_post_shipping_storage,"Blood Serum - Final Volume after processing",calc,"Total Number of Blood Serum Aliquots","sum(if([vol_bs_aliq_1_bl_as]>0,1,0),if([vol_bs_aliq_2_bl_as]>0,1,0), if([vol_bs_aliq_3_bl_as]>0,1,0), if([vol_bs_aliq_4_bl_as]>0,1,0), if([vol_bs_aliq_5_bl_as]>0,1,0))",,,,,,,,,,,,
tot_vol_bs_aliq_bl_as,blood_serum_post_shipping_storage,,calc,"Total Volume of Blood Serum aliquots(After Shipping)","rounddown(sum([vol_bs_aliq_1_bl_as],[vol_bs_aliq_2_bl_as],[vol_bs_aliq_3_bl_as],[vol_bs_aliq_4_bl_as],[vol_bs_aliq_5_bl_as]),2)",ml,,,,,,,,,,,
bs_date_entered,blood_serum_post_shipping_storage,,text,"Date Entered",,,date_ymd,,,,,,,,,,
dna_aliq_1_bl_as,dna_post_shipping_storage,"DNA - Aliquot 1",text,"DNA Aliquot ID 1",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][dna_aliq_1]'
dna_aliq_1_bl_as_thw,dna_post_shipping_storage,,text,"Number of times the sample has been thawed (and refrozen)",,,,,,,,,,,,,
ratio_od_dna1_bl_as,dna_post_shipping_storage,,text,OD260/OD280,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][ratio_od_dna1]'
dna_quant_g_aliq1_bl_as,dna_post_shipping_storage,,text,"DNA quantification",,ng/microliter,,,,,,,,,,,@DEFAULT='[baseline_arm_1][dna_quant_g_aliq1]'
vol_dna_shpaliq1_bl_as,dna_post_shipping_storage,,text,"Volume Shipped(in microliter)",," Enter '0' if sample is not shipped.",number,,,,,,,,,,"@DEFAULT ='0'"
vol_dna_aliq_1_bl_as,dna_post_shipping_storage,,text,"Volume(in microliter)",,,,,,,,y,,,,,
fzr_loc_dna_aliq1_bl_as,dna_post_shipping_storage,,text,"Location - Freezer",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_loc_dna_aliq1]'
fzr_num_dna_aliq1_bl_as,dna_post_shipping_storage,,text,"Freezer Number",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_num_dna_aliq1]'
box_dna_aliq1_bl_as,dna_post_shipping_storage,,text,"Location - Box",,,,,,,,,,,,,@DEFAULT=[baseline_arm_1][box_dna_aliq1]'
row_dna_aliq1_bl_as,dna_post_shipping_storage,,text,"Location - Row",,,,,,,,,,,,,@DEFAULT=[baseline_arm_1][row_dna_aliq1]'
column_dna_aliq1_bl_as,dna_post_shipping_storage,,text,"Location - Column",,,,,,,,,,,,,@DEFAULT=[baseline_arm_1][column_dna_aliq1]'
dna_aliq_2_bl_as,dna_post_shipping_storage,"DNA - Aliquot 2",text,"DNA Aliquot ID 2",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][dna_aliq_2]'
dna_aliq_2_bl_as_thw,dna_post_shipping_storage,,text,"Number of times the sample has been thawed (and refrozen)",,,,,,,,,,,,,
ratio_od_dna2_bl_as,dna_post_shipping_storage,,text,OD260/OD280,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][ratio_od_dna2]'
dna_quant_g_aliq2_bl_as,dna_post_shipping_storage,,text,"DNA quantification",,ng/microliter,,,,,,,,,,,@DEFAULT='[baseline_arm_1][dna_quant_g_aliq2]'
vol_dna_shpaliq2_bl_as,dna_post_shipping_storage,,text,"Volume Shipped(in microliter)",," Enter '0' if sample is not shipped.",number,,,,,,,,,,"@DEFAULT ='0'"
vol_dna_aliq_2_bl_as,dna_post_shipping_storage,,text,"Volume(in microliter)",,,,,,,,y,,,,,
fzr_loc_dna_aliq2_bl_as,dna_post_shipping_storage,,text,"Location - Freezer",,,,,,,,,,,,,@DEFAULT=[baseline_arm_1][fzr_loc_dna_aliq2]'
fzr_num_dna_aliq2_bl_as,dna_post_shipping_storage,,text,"Freezer Number",,,,,,,,,,,,,@DEFAULT=[baseline_arm_1][fzr_num_dna_aliq2]'
box_dna_aliq2_bl_as,dna_post_shipping_storage,,text,"Location - Box",,,,,,,,,,,,,@DEFAULT=[baseline_arm_1][box_dna_aliq2]'
row_dna_aliq2_bl_as,dna_post_shipping_storage,,text,"Location - Row",,,,,,,,,,,,,@DEFAULT=[baseline_arm_1][row_dna_aliq2]'
column_dna_aliq2_bl_as,dna_post_shipping_storage,,text,"Location - Column",,,,,,,,,,,,,@DEFAULT=[baseline_arm_1][column_dna_aliq2]'
dna_aliq_3_bl_as,dna_post_shipping_storage,"DNA - Aliquot 3",text,"DNA Aliquot ID 3",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][dna_aliq_3]'
dna_aliq_3_bl_as_thw,dna_post_shipping_storage,,text,"Number of times the sample has been thawed (and refrozen)",,,,,,,,,,,,,
ratio_od_dna3_bl_as,dna_post_shipping_storage,,text,OD260/OD280,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][ratio_od_dna3]'
dna_quant_g_aliq3_bl_as,dna_post_shipping_storage,,text,"DNA quantification",,ng/microliter,,,,,,,,,,,@DEFAULT='[baseline_arm_1][dna_quant_g_aliq3]'
vol_dna_shpaliq3_bl_as,dna_post_shipping_storage,,text,"Volume Shipped(in microliter)",," Enter '0' if sample is not shipped.",number,,,,,,,,,,"@DEFAULT ='0'"
vol_dna_aliq_3_bl_as,dna_post_shipping_storage,,text,"Volume(in microliter)",,,,,,,,y,,,,,
fzr_loc_dna_aliq3_bl_as,dna_post_shipping_storage,,text,"Location - Freezer",,,,,,,,,,,,,@DEFAULT=[baseline_arm_1][fzr_loc_dna_aliq3]'
fzr_num_dna_aliq3_bl_as,dna_post_shipping_storage,,text,"Freezer Number",,,,,,,,,,,,,@DEFAULT=[baseline_arm_1][fzr_num_dna_aliq3]'
box_dna_aliq3_bl_as,dna_post_shipping_storage,,text,"Location - Box",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][box_dna_aliq3]'
row_dna_aliq3_bl_as,dna_post_shipping_storage,,text,"Location - Row",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][row_dna_aliq3]'
column_dna_aliq3_bl_as,dna_post_shipping_storage,,text,"Location - Column",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][column_dna_aliq3]'
dna_aliq_4_bl_as,dna_post_shipping_storage,"DNA - Aliquot 4",text,"DNA Aliquot ID 4",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][dna_aliq_4]'
dna_aliq_4_bl_as_thw,dna_post_shipping_storage,,text,"Number of times the sample has been thawed (and refrozen)",,,,,,,,,,,,,
ratio_od_dna4_bl_as,dna_post_shipping_storage,,text,OD260/OD280,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][ratio_od_dna4]'
dna_quant_g_aliq4_bl_as,dna_post_shipping_storage,,text,"DNA quantification",,ng/microliter,,,,,,,,,,,@DEFAULT='[baseline_arm_1][dna_quant_g_aliq4]'
vol_dna_shpaliq4_bl_as,dna_post_shipping_storage,,text,"Volume Shipped(in microliter)",," Enter '0' if sample is not shipped.",number,,,,,,,,,,"@DEFAULT ='0'"
vol_dna_aliq_4_bl_as,dna_post_shipping_storage,,text,"Volume(in microliter)",,,,,,,,y,,,,,
fzr_loc_dna_aliq4_bl_as,dna_post_shipping_storage,,text,"Location - Freezer",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_loc_dna_aliq4]'
fzr_num_dna_aliq4_bl_as,dna_post_shipping_storage,,text,"Freezer Number",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_num_dna_aliq4]'
box_dna_aliq4_bl_as,dna_post_shipping_storage,,text,"Location - Box",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][box_dna_aliq4]'
row_dna_aliq4_bl_as,dna_post_shipping_storage,,text,"Location - Row",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][row_dna_aliq4]'
column_dna_aliq4_bl_as,dna_post_shipping_storage,,text,"Location - Column",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][column_dna_aliq4]'
dna_aliq_5_bl_as,dna_post_shipping_storage,"DNA - Aliquot 5",text,"DNA Aliquot ID 5",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][dna_aliq_5]'
dna_aliq_5_bl_as_thw,dna_post_shipping_storage,,text,"Number of times the sample has been thawed (and refrozen)",,,,,,,,,,,,,
ratio_od_dna5_bl_as,dna_post_shipping_storage,,text,OD260/OD280,,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][ratio_od_dna5]'
dna_quant_g_aliq5_bl_as,dna_post_shipping_storage,,text,"DNA quantification",,ng/microliter,,,,,,,,,,,@DEFAULT='[baseline_arm_1][dna_quant_g_aliq5]'
vol_dna_shpaliq5_bl_as,dna_post_shipping_storage,,text,"Volume Shipped(in microliter)",," Enter '0' if sample is not shipped.",number,,,,,,,,,,"@DEFAULT ='0'"
vol_dna_aliq_5_bl_as,dna_post_shipping_storage,,text,"Volume(in microliter)",,,,,,,,y,,,,,
fzr_loc_dna_aliq5_bl_as,dna_post_shipping_storage,,text,"Location - Freezer",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_loc_dna_aliq5]'
fzr_num_dna_aliq5_bl_as,dna_post_shipping_storage,,text,"Freezer Number",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][fzr_num_dna_aliq5]'
box_dna_aliq5_bl_as,dna_post_shipping_storage,,text,"Location - Box",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][box_dna_aliq5]'
row_dna_aliq5_bl_as,dna_post_shipping_storage,,text,"Location - Row",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][row_dna_aliq5]'
column_dna_aliq5_bl_as,dna_post_shipping_storage,,text,"Location - Column",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][column_dna_aliq5]'
dna_aliq_6_bl_as,dna_post_shipping_storage,"DNA - Aliquot 6",text,"DNA Aliquot ID 6",,,,,,,,,,,,,@DEFAULT='[baseline_arm_1][dna_aliq_6]'
dna_aliq_6_bl_as_thw,dna_post_shipping_storage,,text,"Number of times the sample has been thawed (and refrozen)",,,,,,,,,,,,,
